pdbid,-logKd/Ki,Kd/Ki
3f15,8.1,Kd=7.88nM
3ion,8.1,IC50=8nM
3ith,8.1,Ki=8nM
3jzs,8.1,IC50=8nM
3l58,8.1,IC50=8nM
3l8v,8.1,IC50=8nM
3l9h,8.1,IC50=8nM
3lox,8.1,Ki=8nM
3lxs,8.1,IC50=8nM
3nal,8.1,Kd=8nM
3qai,8.1,IC50=8.0nM
3skg,8.1,IC50=8nM
3tyv,8.1,IC50=0.008uM
3vw7,8.1,Ki=8nM
4bid,8.1,IC50=7.94nM
4d0x,8.1,IC50=0.008uM
4e90,8.1,IC50=8nM
4eg5,8.1,IC50=8nM
4eqc,8.1,IC50=8nM
4frk,8.1,IC50=8nM
4hai,8.1,IC50=7.9nM
4hgl,8.1,IC50=8nM
4i1c,8.1,IC50=0.008uM
4i9i,8.1,IC50=0.008uM
4jq8,8.1,IC50=8nM
4nwm,8.1,IC50=8nM
4oq3,8.1,IC50=8nM
4p10,8.1,IC50=8nM
4pms,8.1,Kd=7.9nM
4poj,8.1,Kd=8nM
4r74,8.1,Kd=8nM
4rwl,8.1,Kd=8nM
4ryg,8.1,IC50=0.008uM
4u44,8.1,IC50=8nM
4wf2,8.1,Kd=8.03nM
4wht,8.1,Kd=7.9nM
4why,8.1,Kd=7.9nM
4wke,8.1,Kd=8nM
4wnp,8.1,IC50=8nM
4xy2,8.1,IC50=8nM
4zj4,8.1,Ki=0.008uM
4zxx,8.1,Ki=8nM
4zyi,8.1,IC50=0.008uM
5ar8,8.1,IC50=7.9nM
1err,8.11,IC50=7.7nM
1ndz,8.11,Ki=7.7nM
1nvr,8.11,Ki=7.8nM
2jko,8.11,IC50=7.7nM
2jkq,8.11,IC50=7.7nM
2pq9,8.11,Ki=7.8nM
2znu,8.11,Ki=7.7nM
3vry,8.11,IC50=7.7nM
3vye,8.11,IC50=7.7nM
4aze,8.11,Kd=7.8nM
4cp7,8.11,Ki=7.8nM
4ge4,8.11,Ki=7.7nM
4p6g,8.11,IC50=7.70nM
4puz,8.11,IC50=7.7nM
4v01,8.11,Kd=7.7nM
4v04,8.11,Kd=7.7nM
4z1j,8.11,Ki=7.7nM
4z7i,8.11,IC50=7.7nM
5ea4,8.11,Kd=7.8nM
1o5r,8.12,Ki=7.5nM
2k2g,8.12,Kd=7.5nM
2yi0,8.12,Kd=7.5nM
3hiv,8.12,Ki=7.5nM
3rwc,8.12,IC50=7.6nM
3upx,8.12,Ki=7.5nM
4li8,8.12,IC50=7.5nM
4ngs,8.12,Ki=7.6nM
2yk1,8.13,Kd=7.4nM
3dng,8.13,IC50=7.4nM
3oev,8.13,IC50=7.4nM
3q3k,8.13,IC50=7.4nM
4pop,8.13,Kd=7.44nM
4qfr,8.13,Kd=7.4nM
5alc,8.13,Kd=7.4nM
1g35,8.14,Ki=7.3nM
1yqj,8.14,Ki=7.3nM
3b4f,8.14,Ki=7.2nM
3ljz,8.14,Ki=7.3nM
3odu,8.14,Ki=7.3nM
3oe8,8.14,Ki=7.3nM
3ryx,8.14,Kd=7.3nM
4buq,8.14,Kd=7.3nM
4isi,8.14,Ki=7.3nM
4jt9,8.14,IC50=0.0072uM
4q07,8.14,Kd=7.3nM
1aq1,8.15,IC50=7nM
1fkh,8.15,Ki=7nM
1g27,8.15,IC50=7nM
1ikx,8.15,IC50=7.0nM
1jlq,8.15,IC50=0.007uM
1pfy,8.15,IC50=7nM
1pmn,8.15,IC50=7.1nM
1tfz,8.15,IC50=7nM
1tt1,8.15,IC50=0.007uM
1u9x,8.15,IC50=7nM
1w5v,8.15,Ki=7.1nM
2ayp,8.15,IC50=7nM
2bed,8.15,IC50=0.007uM
2bkz,8.15,IC50=7nM
2d1n,8.15,Ki=7nM
2fm2,8.15,Ki=7nM
2fxu,8.15,Kd=7nM
2jf4,8.15,Kd=7nM
2q1q,8.15,Ki=7nM
2wxi,8.15,IC50=7nM
2ydk,8.15,IC50=7nM
2ywp,8.15,IC50=7nM
2zof,8.15,IC50=7nM
3bea,8.15,IC50=0.007uM
3bu1,8.15,Kd=7.1nM
3byo,8.15,IC50=7nM
3d8w,8.15,Ki=7.0nM
3dz5,8.15,IC50=7nM
3faa,8.15,Ki=7.1nM
3frz,8.15,IC50=7nM
3g0b,8.15,IC50=7nM
3h0e,8.15,IC50=7nM
3i1y,8.15,IC50=7nM
3i4b,8.15,Ki=7nM
3kb7,8.15,IC50=7nM
3l54,8.15,IC50=7nM
3nw6,8.15,IC50=7nM
3nww,8.15,IC50=7nM
3nxq,8.15,Ki=7nM
3oaw,8.15,Ki=7nM
3r4o,8.15,Ki=7nM
3rtp,8.15,IC50=7nM
3v5l,8.15,IC50=7.0nM
4alv,8.15,IC50=7nM
4bcf,8.15,Ki=7nM
4bcg,8.15,Ki=7nM
4dbn,8.15,IC50=7.0nM
4e4x,8.15,IC50=7nM
4erw,8.15,IC50=7nM
4ge7,8.15,Ki=7.1nM
4jr5,8.15,IC50=0.007uM
4jze,8.15,IC50=7nM
4kip,8.15,IC50=7nM
4l33,8.15,IC50=7nM
4loo,8.15,Kd=7nM
4lop,8.15,Kd=0.007uM
4loq,8.15,Kd=0.007uM
4lxb,8.15,IC50=7nM
4ly9,8.15,Kd=7nM
4mbi,8.15,IC50=7nM
4n5t,8.15,Ki=7nM
4ona,8.15,IC50=7nM
4op3,8.15,IC50=7nM
4qiz,8.15,Kd=7.1nM
4qt1,8.15,IC50=7nM
4uwf,8.15,IC50=7nM
4uwg,8.15,IC50=7nM
4ycl,8.15,Kd=7nM
4yl3,8.15,IC50=0.007uM
4ytf,8.15,Ki=0.007uM
1c8l,8.16,IC50=6.9nM
3g08,8.16,Kd=6.843nM
3w2s,8.16,IC50=6.9nM
4elg,8.16,Ki=6.9nM
4zud,8.16,Kd=6.9nM
2g63,8.17,Ki=6.7nM
3hac,8.17,IC50=6.7nM
3krd,8.17,Ki=6.8nM
3kwf,8.17,IC50=6.8nM
3rz8,8.17,Kd=6.7nM
3zim,8.17,IC50=6.8nM
4aac,8.17,IC50=6.7nM
4ayy,8.17,Ki=6.7nM
4k5y,8.17,Kd=6.7nM
4mxc,8.17,IC50=6.7nM
4q09,8.17,Kd=6.7nM
4q1e,8.17,Ki=6.8nM
4qjm,8.17,Kd=6.7nM
4xct,8.17,IC50=6.7nM
4z0q,8.17,Ki=6.8nM
1dwd,8.18,Ki=6.6nM
2f80,8.18,Ki=6.6nM
2iiv,8.18,IC50=6.6nM
2pj3,8.18,IC50=6.6nM
3ixk,8.18,IC50=6.6nM
3l3n,8.18,Ki=6.6nM
3oe9,8.18,Ki=6.6nM
3wzj,8.18,IC50=6.6nM
4anb,8.18,IC50=6.6nM
4kbk,8.18,IC50=6.6nM
4qlq,8.18,IC50=6.6nM
1epq,8.19,Ki=6.5nM
1oky,8.19,IC50=6.5nM
1p03,8.19,Ki=6.4nM
1w6j,8.19,IC50=6.5nM
2h5d,8.19,Ki=6.4nM
2h65,8.19,Ki=6.5nM
2r59,8.19,Ki=6.5nM
2wtw,8.19,Kd=6.5nM
2yj8,8.19,IC50=0.0065uM
2zir,8.19,IC50=6.4nM
3blr,8.19,Kd=6.4nM
3c5u,8.19,IC50=6.4nM
3g6h,8.19,IC50=6.4nM
3hit,8.19,Ki=6.4nM
3hpt,8.19,Ki=6.5nM
3roc,8.19,Ki=6.4nM
4mc2,8.19,Ki=6.4nM
5acy,8.19,Kd=6.4nM
5fl5,8.19,Ki=6.4nM
1ek2,8.2,Ki=6.3nM
1owd,8.2,Ki=6.3nM
1sqp,8.2,IC50=6.3nM
2jds,8.2,Ki=6.3nM
2jdv,8.2,Ki=6.3nM
2jjr,8.2,IC50=6.28nM
2jkk,8.2,IC50=6.24nM
2pqj,8.2,Kd=6.33nM
3cjf,8.2,IC50=6.3nM
3dcr,8.2,IC50=6.3nM
3k23,8.2,IC50=6.3nM
3qd4,8.2,IC50=6.31nM
4abi,8.2,Ki=6.3nM
4bhn,8.2,IC50=6.31nM
4ezk,8.2,IC50=6.3nM
4gg7,8.2,Ki=6.3nM
4jr0,8.2,Kd=6.3nM
1o0d,8.21,IC50=6.2nM
1onh,8.21,IC50=6.2nM
2e9n,8.21,IC50=6.2nM
2ff1,8.21,Ki=6.2nM
2ff2,8.21,Ki=6.2nM
3u6j,8.21,IC50=6.2nM
3up7,8.21,IC50=6.1nM
3vhe,8.21,IC50=6.2nM
4hiq,8.21,Kd=6.2nM
4hyu,8.21,IC50=6.2nM
4ixh,8.21,IC50=6.1nM
4m6q,8.21,IC50=6.1nM
4x5p,8.21,Kd=6.2nM
5c4o,8.21,IC50=6.1nM
1ao8,8.22,IC50=6nM
1dth,8.22,IC50=6nM
1dtq,8.22,IC50=6nM
1efy,8.22,Ki=6nM
1em6,8.22,IC50=6nM
1ets,8.22,Ki=6nM
1h1d,8.22,Ki=6.0nM
1h1s,8.22,Ki=6nM
1jr1,8.22,Ki=6nM
1kdz,8.22,Ki=6nM
1pl0,8.22,Ki=6nM
1rt2,8.22,IC50=6nM
1sje,8.22,Kd=6nM
1u9v,8.22,IC50=6nM
1w11,8.22,Ki=6nM
2az8,8.22,IC50=6nM
2c6o,8.22,Ki=6nM
2cbs,8.22,IC50=6nM
2cji,8.22,Ki=6nM
2ow2,8.22,IC50=6nM
2qzx,8.22,IC50=6nM
2v16,8.22,IC50=6nM
2vvv,8.22,Ki=6nM
2zcs,8.22,Ki=6nM
3bym,8.22,IC50=6nM
3d1y,8.22,Ki=6nM
3d9v,8.22,Ki=6nM
3h0y,8.22,IC50=6nM
3hhk,8.22,IC50=6nM
3i28,8.22,IC50=6nM
3l3m,8.22,Ki=6nM
3le9,8.22,Ki=6nM
3nan,8.22,Kd=6nM
3pup,8.22,IC50=6nM
3pz4,8.22,IC50=6nM
3q77,8.22,IC50=6nM
3tti,8.22,IC50=6nM
3u2q,8.22,Kd=6nM
3upi,8.22,IC50=6nM
3v5t,8.22,Ki=6nM
3zbx,8.22,Ki=6nM
4a7c,8.22,IC50=0.006uM
4bci,8.22,Ki=6nM
4bs4,8.22,IC50=6nM
4bs5,8.22,IC50=6nM
4c4g,8.22,IC50=0.006uM
4c4h,8.22,IC50=6nM
4deg,8.22,IC50=6nM
4e20,8.22,IC50=6nM
4gtt,8.22,IC50=6nM
4h3g,8.22,Ki=6nM
4hym,8.22,Ki=6nM
4i7c,8.22,IC50=0.006uM
4j9a,8.22,Kd<6nM
4kba,8.22,IC50=6.0nM
4kju,8.22,IC50=6nM
4lko,8.22,Ki=6.0nM
4lwv,8.22,IC50=6nM
4otf,8.22,IC50=0.006uM
4pdk,8.22,Kd=6nM
4qyo,8.22,Kd=6nM
4r3s,8.22,Kd=6nM
4u0i,8.22,IC50=6nM
4x7n,8.22,IC50=6nM
4xcu,8.22,Kd=6nM
4xh2,8.22,Kd=6nM
4yl0,8.22,IC50=0.006uM
4ylj,8.22,IC50=0.006uM
4z7s,8.22,Kd=6nM
5alz,8.22,IC50=0.006uM
5amg,8.22,Ki=6.0nM
1ero,8.23,Ki=5.9nM
2w1f,8.23,IC50=5.9nM
3f16,8.23,Kd=5.91nM
3qbn,8.23,IC50=5.9nM
4kfq,8.23,Kd=5.86nM
4ptg,8.23,IC50=5.9nM
4z1n,8.23,Ki=5.89nM
1eve,8.24,IC50=5.7nM
1jd0,8.24,Ki=5.7nM
1ke6,8.24,IC50=5.7nM
1nmk,8.24,IC50=5.7nM
1npv,8.24,IC50=5.7nM
1u9e,8.24,IC50=5.7nM
1ydb,8.24,Kd=5.8nM
2gde,8.24,IC50=5.7nM
3g4l,8.24,IC50=5.8nM
3hll,8.24,Ki=5.8nM
4hmq,8.24,Kd=5.8nM
4rfc,8.24,Ki=5.7nM
4x6m,8.24,Ki=5.8nM
4z1e,8.24,Ki=5.7nM
5a4c,8.24,Kd=5.7nM
1auj,8.25,Ki=5.6nM
1c1u,8.25,Ki=0.0056uM
1g4o,8.25,Kd=5.6nM
2h5e,8.25,Kd=5.6nM
2pbw,8.25,Ki=5.56nM
3ug2,8.25,Kd=5.6nM
3vjl,8.25,IC50=5.6nM
1iky,8.26,IC50=5.5nM
2chm,8.26,IC50=5.5nM
2e2r,8.26,Kd=5.5nM
3cen,8.26,Ki=5.5nM
3dpo,8.26,Kd=5.5nM
3wc7,8.26,IC50=5.5nM
4di2,8.26,IC50=5.5nM
4uvy,8.26,IC50=5.5nM
5ap0,8.26,IC50=5.5nM
1clu,8.27,Kd=5.4nM
1wuq,8.27,Ki=0.0054uM
2cbj,8.27,Ki=5.4nM
3hek,8.27,Ki=5.4nM
3tdc,8.27,IC50=5.4nM
4cps,8.27,Ki=5.4nM
4djy,8.27,Ki=5.4nM
4eb9,8.27,IC50=5.4nM
4l1a,8.27,IC50=5.39nM
4lp6,8.27,Kd=5.36nM
4xv2,8.27,IC50=0.0054uM
3l17,8.28,IC50=5.2nM
3nw7,8.28,IC50=5.3nM
3o95,8.28,IC50=5.3nM
3tt4,8.28,Ki=5.3nM
4j3d,8.28,IC50=5.3nM
4mha,8.28,IC50=0.0052uM
4oc2,8.28,Ki=5.3nM
4oc3,8.28,Ki=5.3nM
4pov,8.28,Kd=5.21nM
1a28,8.29,Ki=5.1nM
2a4w,8.29,Kd=5.1nM
4bj8,8.29,Kd=5.13nM
4wn1,8.29,IC50=5.1nM
1b6l,8.3,Ki=5nM
1bzf,8.3,Kd=5nM
1dtt,8.3,IC50=5nM
1hv5,8.3,Ki=5nM
1lqf,8.3,IC50=5nM
1okz,8.3,IC50=5nM
1q6t,8.3,IC50=5nM
1qbq,8.3,Ki=5nM
1rej,8.3,Ki=5nM
1rww,8.3,Ki=5nM
1s17,8.3,IC50<5nM
1sve,8.3,IC50=5nM
1tft,8.3,Kd=0.005uM
1tom,8.3,Ki=5nM
1u3r,8.3,IC50=5nM
1uv5,8.3,IC50=0.005uM
1yt9,8.3,IC50=0.005uM
1zzl,8.3,IC50=5.0nM
2aeb,8.3,Kd=5nM
2cen,8.3,Ki=5nM
2gv2,8.3,IC50=5nM
2hrp,8.3,Kd=5nM
2imd,8.3,Kd=5nM
2iqg,8.3,IC50=5nM
2nv7,8.3,IC50=5nM
2pe1,8.3,IC50=5nM
2pvk,8.3,Ki=5nM
2qmd,8.3,IC50=5nM
2rd6,8.3,Ki=5nM
2rfn,8.3,IC50=5nM
2rku,8.3,IC50=5.0nM
2v95,8.3,Kd=5.0nM
2x81,8.3,IC50=5nM
2ydj,8.3,IC50=5nM
2yoj,8.3,IC50=5nM
3atu,8.3,Kd=5.00nM
3bc5,8.3,IC50=5nM
3bjm,8.3,Kd=5nM
3cid,8.3,IC50=5nM
3d20,8.3,Ki=5nM
3fqe,8.3,Ki=5nM
3fyj,8.3,IC50=5nM
3g0d,8.3,IC50=5nM
3g0g,8.3,IC50=5nM
3g86,8.3,IC50=5nM
3gjw,8.3,Ki=5nM
3gn7,8.3,Ki=5nM
3h5s,8.3,IC50=5nM
3h98,8.3,IC50=5nM
3hku,8.3,Ki=5nM
3hvi,8.3,Ki=5nM
3jy0,8.3,Ki=5nM
3lxl,8.3,IC50=5nM
3ly2,8.3,IC50=5nM
3ocb,8.3,IC50=5nM
3oct,8.3,IC50=5nM
3ot3,8.3,IC50=5nM
3rvg,8.3,IC50=5nM
3skf,8.3,IC50=5nM
3tyq,8.3,IC50=5nM
3zps,8.3,Ki=5.0nM
4afg,8.3,Ki=5nM
4az3,8.3,IC50=0.005uM
4bea,8.3,Kd=5.0nM
4cwr,8.3,Ki=0.005uM
4dus,8.3,IC50=5.0nM
4ejn,8.3,IC50=5nM
4elb,8.3,Ki=5.0nM
4emv,8.3,IC50=0.005uM
4fob,8.3,IC50=5nM
4gfn,8.3,Ki=5nM
4gtq,8.3,IC50<5nM
4gtr,8.3,IC50<5nM
4hgs,8.3,IC50=5nM
4i6f,8.3,IC50=5nM
4i6h,8.3,IC50=5nM
4jps,8.3,IC50=0.005uM
4jzd,8.3,IC50=5nM
4kcg,8.3,IC50=5nM
4l4l,8.3,IC50=0.005uM
4lwu,8.3,IC50=0.005uM
4n1u,8.3,IC50=5.0nM
4nus,8.3,IC50=5nM
4o0b,8.3,Ki=5nM
4o5b,8.3,IC50=5.03nM
4ohk,8.3,IC50=5nM
4olh,8.3,IC50=5nM
4qo4,8.3,IC50=5nM
4rx7,8.3,IC50=5nM
4wki,8.3,IC50=5nM
4xhk,8.3,IC50=5nM
4zy6,8.3,Ki=5nM
5am3,8.3,IC50=0.005uM
5buj,8.3,IC50=0.005uM
5bvo,8.3,IC50=0.005uM
5cxh,8.3,IC50=5nM
2hs2,8.31,Ki=4.9nM
3dc3,8.31,Ki=4.9nM
4acd,8.31,Ki=4.9nM
4csj,8.31,IC50=4.9nM
4ddl,8.31,IC50=4.9nM
2dq7,8.32,IC50=4.8nM
2fdd,8.32,IC50=4.8nM
2gj5,8.32,Kd=4.74nM
2qtb,8.32,IC50=4.8nM
2xhr,8.32,Kd=4.8nM
2yi7,8.32,Kd=4.8nM
3qak,8.32,Ki=4.75nM
3tv6,8.32,IC50=4.8nM
4bbg,8.32,Ki=4.8nM
4gih,8.32,Ki=0.0048uM
4jwk,8.32,Kd=4.79nM
4kin,8.32,IC50=4.8nM
4pee,8.32,Ki=4.8nM
5a3u,8.32,IC50=4.8nM
5c2a,8.32,Ki=4.8nM
1hwr,8.33,Ki=4.70nM
1u9q,8.33,IC50=4.7nM
2wj2,8.33,Ki=4.7nM
3ns7,8.33,Ki=4.68nM
3sdi,8.33,IC50=4.7nM
3sw2,8.33,Ki=4.71nM
4eev,8.33,IC50=4.7nM
4htx,8.33,IC50=4.7nM
4i33,8.33,IC50=4.7nM
4z1k,8.33,Ki=4.7nM
1bzy,8.34,Kd=4.6nM
1uwb,8.34,IC50=4.6nM
2qci,8.34,Ki=4.6nM
2wxl,8.34,IC50=4.6nM
2xye,8.34,Ki=4.6nM
3ay9,8.34,Kd=4.55nM
3f82,8.34,Ki=4.6nM
3lj7,8.34,IC50=4.6nM
3npc,8.34,Kd=4.6nM
4yhf,8.34,IC50=4.6nM
1mj7,8.35,Kd=4.50nM
2uwd,8.35,Kd=4.5nM
2zxa,8.35,Ki=4.47nM
3bgl,8.35,IC50=4.5nM
3m6p,8.35,Kd=4.5nM
3nu5,8.35,Ki=4.5nM
4bf6,8.35,Ki=4.5nM
4mvh,8.35,IC50=4.5nM
4yml,8.35,Ki=4.5nM
9hvp,8.35,Ki=4.5nM
1bb0,8.36,Ki=4.4nM
1d4j,8.36,Ki=4.40nM
3d83,8.36,Ki=4.4nM
3g45,8.36,IC50=4.4nM
3kek,8.36,Ki=4.4nM
3oj8,8.36,Kd=4.4nM
3r7o,8.36,Kd=4.4nM
3wiz,8.36,IC50=4.4nM
4g3f,8.36,Ki=4.4nM
4gzf,8.36,IC50=4.4nM
4k19,8.36,Kd=4.4nM
4lts,8.36,IC50=4.4nM
4y2b,8.36,IC50=4.4nM
5dls,8.36,IC50=4.4nM
1ouy,8.37,IC50=4.3nM
2fjp,8.37,IC50=4.3nM
2nmy,8.37,Ki=4.3nM
2nmz,8.37,Ki=4.3nM
2nnk,8.37,Ki=4.3nM
2nnp,8.37,Ki=4.3nM
2xdw,8.37,Ki=4.3nM
3h0z,8.37,IC50=4.3nM
3q6k,8.37,Kd=4.3nM
3t1a,8.37,Ki=4.3nM
3tcp,8.37,Ki=4.3nM
3wyx,8.37,IC50=4.3nM
4bao,8.37,Ki=4.29nM
4v24,8.37,Ki=4.3nM
4ye3,8.37,Ki=4.3nM
1k21,8.38,Ki=4.2nM
1mu6,8.38,Ki=4.2nM
3hab,8.38,IC50=4.2nM
3qkd,8.38,Kd=4.2nM
3zpu,8.38,Ki=4.2nM
4a6b,8.38,Ki=4.2nM
4ere,8.38,IC50=4.2nM
4g3e,8.38,Ki=4.2nM
4xv1,8.38,IC50=0.0042uM
5d21,8.38,Kd=4.2nM
1it6,8.39,Ki=4.1nM
1lzq,8.39,Ki=4.1nM
1x7b,8.39,IC50=4.1nM
3dpk,8.39,IC50=4.1nM
4p1r,8.39,IC50=4.1nM
4qyg,8.39,IC50=4.1nM
1a4g,8.4,IC50=0.004uM
1aaq,8.4,Ki=4.0nM
1b6m,8.4,Ki=4nM
1fd0,8.4,Kd=4nM
1fq5,8.4,Ki=4.0nM
1fzk,8.4,Kd=4nM
1jil,8.4,IC50=4nM
1k22,8.4,Ki=4nM
1mtr,8.4,Ki=4nM
1nd5,8.4,IC50=4nM
1o47,8.4,IC50=4nM
1q3w,8.4,IC50=4nM
1s64,8.4,Ki=4nM
1w4l,8.4,IC50=4nM
1w5x,8.4,Ki=4.0nM
1w7x,8.4,Ki=0.004uM
1z1h,8.4,Ki=4nM
1zpa,8.4,Ki=4nM
2baj,8.4,Kd=4.0nM
2j95,8.4,Ki=4nM
2oic,8.4,IC50=4nM
2oqv,8.4,Ki=4nM
2ovy,8.4,Ki=4nM
2pe2,8.4,IC50=4nM
2rl5,8.4,IC50=4nM
2uwl,8.4,Ki=4nM
2vsl,8.4,Ki=4nM
2xyn,8.4,Kd=4nM
2y82,8.4,Ki=4nM
3bl7,8.4,IC50=4nM
3coh,8.4,IC50=4nM
3d0e,8.4,Ki=4nM
3efw,8.4,IC50=4nM
3ekn,8.4,IC50=4nM
3el9,8.4,Kd=4.00nM
3eos,8.4,Ki=4nM
3frg,8.4,IC50=3.98nM
3gz9,8.4,IC50=4nM
3k9x,8.4,IC50=4nM
3kwz,8.4,IC50=4nM
3nrm,8.4,IC50=4nM
3ook,8.4,IC50=4nM
3qrj,8.4,IC50=4nM
3qxv,8.4,Kd=4nM
3r2b,8.4,IC50=4nM
3s4q,8.4,IC50=4nM
3s74,8.4,Kd=4nM
3str,8.4,Ki=3.96nM
3sww,8.4,Ki=4nM
3ttz,8.4,IC50=4nM
3u4w,8.4,IC50<0.004uM
3vap,8.4,IC50<4nM
3zxz,8.4,Ki=0.004uM
4aoi,8.4,Ki=0.004uM
4at3,8.4,IC50=0.004uM
4b8o,8.4,Kd=4.0nM
4bck,8.4,Ki=4nM
4bgh,8.4,IC50=4nM
4c61,8.4,IC50=0.004uM
4cnh,8.4,Ki=4.0nM
4dk5,8.4,Ki=4nM
4fzc,8.4,IC50=4nM
4jai,8.4,IC50=4nM
4jsr,8.4,IC50=0.004uM
4l52,8.4,IC50=4nM
4lxk,8.4,IC50=4nM
4mqu,8.4,IC50=0.004uM
4nh7,8.4,Ki=4nM
4nw6,8.4,IC50=4nM
4px6,8.4,IC50=4nM
4ra5,8.4,IC50=4nM
4rcf,8.4,IC50=4nM
4ual,8.4,Ki=4nM
4uro,8.4,IC50<4nM
4uyn,8.4,IC50=4nM
4x7k,8.4,IC50=4nM
4z3v,8.4,IC50=4nM
5ccm,8.4,IC50=4nM
5d9k,8.4,IC50=0.004uM
5em6,8.4,Ki=0.004uM
1e4h,8.41,Kd=3.9nM
1g48,8.41,Kd=3.9nM
1i9p,8.41,Kd=3.9nM
1i9q,8.41,Kd=3.9nM
1w96,8.41,Kd=3.9nM
2am9,8.41,IC50=3.9nM
2w6c,8.41,IC50=3.9nM
3mvm,8.41,IC50=3.9nM
3oxc,8.41,Ki=3.9nM
4agd,8.41,Ki=3.9nM
4ngt,8.41,Ki=3.88nM
5ak2,8.41,IC50=0.0039uM
1bwb,8.42,Ki=3.8nM
1htg,8.42,IC50=3.8nM
1i9o,8.42,Kd=3.8nM
2g5p,8.42,Ki=3.8nM
2isc,8.42,Kd=3.8nM
4ezj,8.42,IC50=3.8nM
4hbp,8.42,IC50=3.8nM
4ksy,8.42,Kd=3.79nM
4wa9,8.42,Ki=3800pM
5c4s,8.42,IC50=3.8nM
1jje,8.43,IC50=3.7nM
2c8w,8.43,IC50=3.7nM
2za5,8.43,Ki=3.7nM
3nhi,8.43,Kd=3.7nM
3qlb,8.43,Kd=3.7nM
3tam,8.43,Ki=3.7nM
3u7s,8.43,Ki=3.7nM
4cqe,8.43,IC50=3.7nM
4g3g,8.43,Ki=3.7nM
4y8x,8.43,Ki=3.7nM
4zk5,8.43,IC50=3.7nM
1bmn,8.44,Ki=3.6nM
1ynd,8.44,IC50=3.6nM
2rf2,8.44,IC50=3.6nM
2vc9,8.44,Kd=3.6nM
2xyf,8.44,Ki=3.6nM
3uhm,8.44,IC50=3.6nM
3w1f,8.44,IC50=3.67nM
4bbe,8.44,IC50=3.6nM
4zae,8.44,Ki=3.6nM
1jq9,8.45,Kd=3.57nM
1a3e,8.46,Kd=3.5nM
1bgo,8.46,Ki=3.5nM
1iht,8.46,Ki=3.5nM
1ld8,8.46,IC50=3.5nM
1u3q,8.46,IC50=3.5nM
1u9w,8.46,IC50=3.5nM
2mip,8.46,IC50<=3.5nM
2oh4,8.46,IC50=3.5nM
3bx5,8.46,IC50=3.5nM
3kdd,8.46,Kd=3.45nM
3kl6,8.46,IC50=3.5nM
3nam,8.46,Kd=3.5nM
3q2g,8.46,IC50=3.5nM
4css,8.46,Kd=3.5nM
4he9,8.46,Ki=3.5nM
4lge,8.46,IC50=3.5nM
4u01,8.46,IC50=0.0035uM
1qkn,8.47,IC50=3.4nM
2ds1,8.47,IC50=3.4nM
2oag,8.47,Ki=3.4nM
2qo8,8.47,Ki=3.4nM
2wei,8.47,IC50=3.4nM
3b28,8.47,Kd=0.0034uM
3bhb,8.47,IC50=3.4nM
3zln,8.47,Kd=3.4nM
1i9l,8.48,Kd=3.3nM
1i9m,8.48,Kd=3.3nM
1w5y,8.48,Ki=3.3nM
2hs1,8.48,Ki=3.3nM
2p3b,8.48,Ki=3.3nM
2r5p,8.48,Ki=3.3nM
2uxz,8.48,Ki=3.3nM
2yix,8.48,Kd=3.3nM
3eqs,8.48,Kd=3.3nM
3n3j,8.48,Ki=3.3nM
3wqh,8.48,IC50=3.3nM
4jpa,8.48,IC50=3.3nM
4nvq,8.48,IC50=3.3nM
4o0v,8.48,Ki=3.3nM
5ap2,8.48,IC50=3.3nM
1akt,8.49,Kd=3.2nM
1ec0,8.49,Ki=3.2nM
2g5u,8.49,Kd=3.2nM
2ieo,8.49,Ki=3.2nM
2ihq,8.49,Ki=3.2nM
2oqi,8.49,Ki=3.2nM
3gfe,8.49,IC50=3.2nM
3pp1,8.49,IC50=3.2nM
3s45,8.49,Ki=3.24nM
3wyy,8.49,IC50=3.2nM
4a22,8.49,IC50=3.2nM
4ehe,8.49,IC50=3.2nM
4hdf,8.49,Ki=3.2nM
4m2r,8.49,Ki=3.2nM
4mwu,8.49,IC50=3.24nM
7upj,8.49,Ki=3.2nM
3d3p,8.5,IC50=3.16nM
3qd0,8.5,IC50=3.16nM
1cr6,8.51,Ki=3.1nM
1d8m,8.51,IC50=3.1nM
1g05,8.51,IC50=3.1nM
1qpl,8.51,IC50=3.1nM
2rg5,8.51,IC50=3.1nM
2vh0,8.51,Ki=3.1nM
3i25,8.51,Ki=3.1nM
3tia,8.51,IC50=3.12nM
3u8j,8.51,Ki=3.1nM
3uol,8.51,IC50=3.1nM
3zpt,8.51,Ki=3.1nM
4nk9,8.51,Kd=3.1nM
1b6p,8.52,Ki=3nM
1d7x,8.52,IC50=3nM
1fcy,8.52,Kd=3nM
1hbj,8.52,IC50=3.0nM
1i5r,8.52,Ki=3.0nM
1jij,8.52,IC50=3nM
1jk7,8.52,IC50=3nM
1nfx,8.52,Ki=3.0nM
1o44,8.52,IC50=3nM
1oit,8.52,IC50<0.003uM
1q6p,8.52,IC50=3nM
1r78,8.52,IC50=3nM
1rhu,8.52,IC50=3.00nM
1rp7,8.52,Ki=0.003uM
1sps,8.52,Kd=3nM
1ta2,8.52,Ki=3nM
1urw,8.52,IC50<0.003uM
1w14,8.52,Ki=3nM
1xkk,8.52,Ki=3nM
2b1p,8.52,IC50=3nM
2boh,8.52,Ki=3nM
2bqw,8.52,Ki=3nM
